sample_1	sample_2	Type	sample_1_reads	sample_2_reads	sample_1_2_reads	sample_2_1_reads	rate
TW051_NA_SG	TW050_NA_SG	SG	9668794	17162729	1374	1264	9.83075e-05
TW051_NA_SG	TW054_LE3_TW1	TW_SG	9668794	12029117	961	774	7.99552e-05
TW051_NA_SG	TW069_NA_SG	SG	9668794	8649838	4268	2186	0.0003521948
TW011_LE1_TW1	TW006_NA_SG	TW_SG	4919761	44135255	2750	1769	9.21125e-05
TW011_LE1_TW1	TW063_NA_SG	TW_SG	4919761	6783887	308	219	4.50266e-05
TW011_LE1_TW1	TW048_NA_TW1	TW	4919761	4935903	75	214	2.93223e-05
TW011_LE1_TW1	TW003_NA_SG	TW_SG	4919761	7329539	319	226	4.44903e-05
TW011_LE1_TW1	TW072_NA_TW1	TW	4919761	5628754	1045	120	0.0001104298
TW011_LE1_TW1	TW040_LE2_TW1	TW	4919761	11420717	193	110	1.85425e-05
TW011_LE1_TW1	TW034_NA_SG	TW_SG	4919761	8946256	803	321	8.10549e-05
TW011_LE1_TW1	TW046_NA_SG	TW_SG	4919761	17146070	261	208	2.12541e-05
TW011_LE1_TW1	TW013_NA_SG	TW_SG	4919761	13906382	228	388	3.27193e-05
TW011_LE1_TW1	TW044_NA_TW1	TW	4919761	9026463	197	359	3.98658e-05
TW011_LE1_TW1	TW068_NA_SG	TW_SG	4919761	37914848	3253	2086	0.0001246266
TW011_LE1_TW1	TW001_NA_TW1	TW	4919761	28457319	698	2129	8.46916e-05
TW011_LE1_TW1	TW015_HE4_TW1	TW	4919761	9784335	135	91	1.53696e-05
TW011_LE1_TW1	TW050_NA_SG	TW_SG	4919761	17162729	277	2028	0.0001043704
TW011_LE1_TW1	TW054_LE3_TW1	TW	4919761	12029117	291	304	3.51043e-05
TW011_LE1_TW1	TW069_NA_SG	TW_SG	4919761	8649838	662	496	8.53305e-05
TW006_NA_SG	TW063_NA_SG	SG	44135255	6783887	4621	4365	0.0001764447
TW006_NA_SG	TW048_NA_TW1	TW_SG	44135255	4935903	1451	2785	8.63161e-05
TW006_NA_SG	TW003_NA_SG	SG	44135255	7329539	4411	4336	0.0001699319
TW006_NA_SG	TW072_NA_TW1	TW_SG	44135255	5628754	1595	1818	6.85789e-05
TW006_NA_SG	TW040_LE2_TW1	TW_SG	44135255	11420717	4115	5791	0.0001782748
TW006_NA_SG	TW034_NA_SG	SG	44135255	8946256	9332	7258	0.0003124405
TW006_NA_SG	TW046_NA_SG	SG	44135255	17146070	11945	12398	0.0003970758
TW006_NA_SG	TW013_NA_SG	SG	44135255	13906382	4977	9950	0.0002571113
TW006_NA_SG	TW044_NA_TW1	TW_SG	44135255	9026463	2781	4147	0.0001303023
TW006_NA_SG	TW068_NA_SG	SG	44135255	37914848	40730	30872	0.000871901
TW006_NA_SG	TW001_NA_TW1	TW_SG	44135255	28457319	9262	8259	0.0002413025
TW006_NA_SG	TW015_HE4_TW1	TW_SG	44135255	9784335	3744	6369	0.0001875218
TW006_NA_SG	TW050_NA_SG	SG	44135255	17162729	5030	5939	0.0001789135
TW006_NA_SG	TW054_LE3_TW1	TW_SG	44135255	12029117	3442	4150	0.0001351563
TW006_NA_SG	TW069_NA_SG	SG	44135255	8649838	11380	9863	0.0004022812
TW063_NA_SG	TW048_NA_TW1	TW_SG	6783887	4935903	1002	279	0.0001092903
TW063_NA_SG	TW003_NA_SG	SG	6783887	7329539	925	991	0.0001357388
TW063_NA_SG	TW072_NA_TW1	TW_SG	6783887	5628754	447	397	6.79905e-05
TW063_NA_SG	TW040_LE2_TW1	TW_SG	6783887	11420717	702	1061	9.68342e-05
TW063_NA_SG	TW034_NA_SG	SG	6783887	8946256	1982	1420	0.0002162259
TW063_NA_SG	TW046_NA_SG	SG	6783887	17146070	775	992	7.3835e-05
TW063_NA_SG	TW013_NA_SG	SG	6783887	13906382	970	1043	9.72826e-05
TW063_NA_SG	TW044_NA_TW1	TW_SG	6783887	9026463	447	729	7.43761e-05
TW063_NA_SG	TW068_NA_SG	SG	6783887	37914848	5593	4714	0.000230535
TW063_NA_SG	TW001_NA_TW1	TW_SG	6783887	28457319	1711	1530	9.19577e-05
TW063_NA_SG	TW015_HE4_TW1	TW_SG	6783887	9784335	985	676	0.0001002421
TW063_NA_SG	TW050_NA_SG	SG	6783887	17162729	1022	1862	0.00012042
TW063_NA_SG	TW054_LE3_TW1	TW_SG	6783887	12029117	1476	893	0.0001259076
TW063_NA_SG	TW069_NA_SG	SG	6783887	8649838	1242	1074	0.0001500384
TW048_NA_TW1	TW003_NA_SG	TW_SG	4935903	7329539	228	221	3.66055e-05
TW048_NA_TW1	TW072_NA_TW1	TW	4935903	5628754	69	69	1.30622e-05
TW048_NA_TW1	TW040_LE2_TW1	TW	4935903	11420717	215	340	3.393e-05
TW048_NA_TW1	TW034_NA_SG	TW_SG	4935903	8946256	634	365	7.19576e-05
TW048_NA_TW1	TW046_NA_SG	TW_SG	4935903	17146070	373	264	2.88462e-05
TW048_NA_TW1	TW013_NA_SG	TW_SG	4935903	13906382	331	236	3.00909e-05
TW048_NA_TW1	TW044_NA_TW1	TW	4935903	9026463	124	211	2.39924e-05
TW048_NA_TW1	TW068_NA_SG	TW_SG	4935903	37914848	4742	2879	0.0001778182
TW048_NA_TW1	TW001_NA_TW1	TW	4935903	28457319	1727	1972	0.0001107587
TW048_NA_TW1	TW015_HE4_TW1	TW	4935903	9784335	408	392	5.43439e-05
TW048_NA_TW1	TW050_NA_SG	TW_SG	4935903	17162729	235	224	2.077e-05
TW048_NA_TW1	TW054_LE3_TW1	TW	4935903	12029117	3258	21522	0.0014585221
TW048_NA_TW1	TW069_NA_SG	TW_SG	4935903	8649838	1441	820	0.0001663967
TW003_NA_SG	TW072_NA_TW1	TW_SG	7329539	5628754	433	410	6.50506e-05
TW003_NA_SG	TW040_LE2_TW1	TW_SG	7329539	11420717	744	1136	0.0001002552
TW003_NA_SG	TW034_NA_SG	SG	7329539	8946256	1556	1028	0.0001587381
TW003_NA_SG	TW046_NA_SG	SG	7329539	17146070	1004	1120	8.67727e-05
TW003_NA_SG	TW013_NA_SG	SG	7329539	13906382	1312	1289	0.0001224661
TW003_NA_SG	TW044_NA_TW1	TW_SG	7329539	9026463	588	988	9.63467e-05
TW003_NA_SG	TW068_NA_SG	SG	7329539	37914848	6260	4596	0.0002398838
TW003_NA_SG	TW001_NA_TW1	TW_SG	7329539	28457319	1616	1527	8.78178e-05
TW003_NA_SG	TW015_HE4_TW1	TW_SG	7329539	9784335	989	624	9.42421e-05
TW003_NA_SG	TW050_NA_SG	SG	7329539	17162729	838	938	7.25074e-05
TW003_NA_SG	TW054_LE3_TW1	TW_SG	7329539	12029117	856	907	9.1062e-05
TW003_NA_SG	TW069_NA_SG	SG	7329539	8649838	1357	1013	0.0001482941
TW072_NA_TW1	TW040_LE2_TW1	TW	5628754	11420717	208	279	2.85631e-05
TW072_NA_TW1	TW034_NA_SG	TW_SG	5628754	8946256	689	405	7.50543e-05
TW072_NA_TW1	TW046_NA_SG	TW_SG	5628754	17146070	228	247	2.08559e-05
TW072_NA_TW1	TW013_NA_SG	TW_SG	5628754	13906382	466	389	4.37653e-05
TW072_NA_TW1	TW044_NA_TW1	TW	5628754	9026463	170	234	2.75662e-05
TW072_NA_TW1	TW068_NA_SG	TW_SG	5628754	37914848	3449	2019	0.0001255595
TW072_NA_TW1	TW001_NA_TW1	TW	5628754	28457319	501	1851	6.8997e-05
TW072_NA_TW1	TW015_HE4_TW1	TW	5628754	9784335	233	210	2.87409e-05
TW072_NA_TW1	TW050_NA_SG	TW_SG	5628754	17162729	252	266	2.27272e-05
TW072_NA_TW1	TW054_LE3_TW1	TW	5628754	12029117	663	563	6.94259e-05
TW072_NA_TW1	TW069_NA_SG	TW_SG	5628754	8649838	728	602	9.31377e-05
TW040_LE2_TW1	TW034_NA_SG	TW_SG	11420717	8946256	1689	847	0.0001244998
TW040_LE2_TW1	TW046_NA_SG	TW_SG	11420717	17146070	571	658	4.30201e-05
TW040_LE2_TW1	TW013_NA_SG	TW_SG	11420717	13906382	759	974	6.842e-05
TW040_LE2_TW1	TW044_NA_TW1	TW	11420717	9026463	332	813	5.59948e-05
TW040_LE2_TW1	TW068_NA_SG	TW_SG	11420717	37914848	7856	3889	0.0002380068
TW040_LE2_TW1	TW001_NA_TW1	TW	11420717	28457319	1091	795	4.72919e-05
TW040_LE2_TW1	TW015_HE4_TW1	TW	11420717	9784335	1397	1541	0.0001385326
TW040_LE2_TW1	TW050_NA_SG	TW_SG	11420717	17162729	969	3614	0.0001603118
TW040_LE2_TW1	TW054_LE3_TW1	TW	11420717	12029117	557	513	4.56272e-05
TW040_LE2_TW1	TW069_NA_SG	TW_SG	11420717	8649838	4626	9762	0.0007163575
TW034_NA_SG	TW046_NA_SG	SG	8946256	17146070	1240	2898	0.0001585655
TW034_NA_SG	TW013_NA_SG	SG	8946256	13906382	1058	1974	0.0001326585
TW034_NA_SG	TW044_NA_TW1	TW_SG	8946256	9026463	5051	8464	0.0007514079
TW034_NA_SG	TW068_NA_SG	SG	8946256	37914848	8660	10161	0.0004014724
TW034_NA_SG	TW001_NA_TW1	TW_SG	8946256	28457319	2257	3770	0.0001611083
TW034_NA_SG	TW015_HE4_TW1	TW_SG	8946256	9784335	827	1263	0.0001115697
TW034_NA_SG	TW050_NA_SG	SG	8946256	17162729	1494	4481	0.000228796
TW034_NA_SG	TW054_LE3_TW1	TW_SG	8946256	12029117	884	2085	0.0001415269
TW034_NA_SG	TW069_NA_SG	SG	8946256	8649838	2894	2591	0.0003116197
TW046_NA_SG	TW013_NA_SG	SG	17146070	13906382	715	814	4.92368e-05
TW046_NA_SG	TW044_NA_TW1	TW_SG	17146070	9026463	530	803	5.09286e-05
TW046_NA_SG	TW068_NA_SG	SG	17146070	37914848	16086	7464	0.0004275252
TW046_NA_SG	TW001_NA_TW1	TW_SG	17146070	28457319	1784	1290	6.74027e-05
TW046_NA_SG	TW015_HE4_TW1	TW_SG	17146070	9784335	590	588	4.37404e-05
TW046_NA_SG	TW050_NA_SG	SG	17146070	17162729	3342	1159	0.0001311736
TW046_NA_SG	TW054_LE3_TW1	TW_SG	17146070	12029117	517	535	3.60567e-05
TW046_NA_SG	TW069_NA_SG	SG	17146070	8649838	3081	2495	0.0002161116
TW013_NA_SG	TW044_NA_TW1	TW_SG	13906382	9026463	741	706	6.30932e-05
TW013_NA_SG	TW068_NA_SG	SG	13906382	37914848	11158	6194	0.0003347313
TW013_NA_SG	TW001_NA_TW1	TW_SG	13906382	28457319	1503	896	5.66254e-05
TW013_NA_SG	TW015_HE4_TW1	TW_SG	13906382	9784335	772	706	6.23834e-05
TW013_NA_SG	TW050_NA_SG	SG	13906382	17162729	514	581	3.52427e-05
TW013_NA_SG	TW054_LE3_TW1	TW_SG	13906382	12029117	451	431	3.40062e-05
TW013_NA_SG	TW069_NA_SG	SG	13906382	8649838	2108	1144	0.0001441523
TW044_NA_TW1	TW068_NA_SG	TW_SG	9026463	37914848	8601	4442	0.0002777804
TW044_NA_TW1	TW001_NA_TW1	TW	9026463	28457319	2042	1020	8.16819e-05
TW044_NA_TW1	TW015_HE4_TW1	TW	9026463	9784335	1209	330	8.1808e-05
TW044_NA_TW1	TW050_NA_SG	TW_SG	9026463	17162729	692	453	4.37184e-05
TW044_NA_TW1	TW054_LE3_TW1	TW	9026463	12029117	620	397	4.82984e-05
TW044_NA_TW1	TW069_NA_SG	TW_SG	9026463	8649838	1424	901	0.0001315147
TW068_NA_SG	TW001_NA_TW1	TW_SG	37914848	28457319	12198	23813	0.0005422675
TW068_NA_SG	TW015_HE4_TW1	TW_SG	37914848	9784335	10520	7458	0.0003767617
TW068_NA_SG	TW050_NA_SG	SG	37914848	17162729	7671	11718	0.0003519068
TW068_NA_SG	TW054_LE3_TW1	TW_SG	37914848	12029117	4607	7878	0.0002499176
TW068_NA_SG	TW069_NA_SG	SG	37914848	8649838	9457	9511	0.0004071814
TW001_NA_TW1	TW015_HE4_TW1	TW	28457319	9784335	878	951	4.78251e-05
TW001_NA_TW1	TW050_NA_SG	TW_SG	28457319	17162729	1211	1498	5.93782e-05
TW001_NA_TW1	TW054_LE3_TW1	TW	28457319	12029117	2017	32697	0.0008566884
TW001_NA_TW1	TW069_NA_SG	TW_SG	28457319	8649838	3445	3990	0.0002003255
TW015_HE4_TW1	TW050_NA_SG	TW_SG	9784335	17162729	418	550	3.59209e-05
TW015_HE4_TW1	TW054_LE3_TW1	TW	9784335	12029117	371	545	4.19906e-05
TW015_HE4_TW1	TW069_NA_SG	TW_SG	9784335	8649838	1860	1557	0.0001853279
TW050_NA_SG	TW054_LE3_TW1	TW_SG	17162729	12029117	593	552	3.92217e-05
TW050_NA_SG	TW069_NA_SG	SG	17162729	8649838	8018	7509	0.000601167
TW054_LE3_TW1	TW069_NA_SG	TW_SG	12029117	8649838	1486	1227	0.0001311789
TW017_LE1_TW2	TW004_NA_SG	TW_SG	8018268	8592077	970	697	0.000100349
TW017_LE1_TW2	TW043_HE6_TW2	TW	8018268	14780038	663	555	5.34221e-05
TW017_LE1_TW2	TW037_NA_SG	TW_SG	8018268	765922	34	988	0.0001163318
TW017_LE1_TW2	TW027_LE2_TW2	TW	8018268	8985941	327	420	4.39283e-05
TW017_LE1_TW2	TW010_NA_SG	TW_SG	8018268	9835410	958	659	9.05613e-05
TW017_LE1_TW2	TW012_HE6_TW2	TW	8018268	6821788	200	238	2.95138e-05
TW017_LE1_TW2	TW064_NA_SG	TW_SG	8018268	8794210	1873	1304	0.000188931
TW017_LE1_TW2	TW022_NA_SG	TW_SG	8018268	17366833	610	1062	6.5861e-05
TW017_LE1_TW2	TW020_NA_TW2	TW	8018268	4397685	443	400	6.78919e-05
TW017_LE1_TW2	TW062_NA_SG	TW_SG	8018268	6473079	2321	3503	0.0004017335
TW017_LE1_TW2	TW009_HE5_TW2	TW	8018268	7880263	269	262	3.33981e-05
TW017_LE1_TW2	TW023_NA_SG	TW_SG	8018268	16114810	1881	1317	0.0001324976
TW017_LE1_TW2	TW056_HE5_TW2	TW	8018268	6579371	298	309	4.15803e-05
TW017_LE1_TW2	TW021_NA_SG	TW_SG	8018268	8747142	1631	4014	0.0003365918
TW017_LE1_TW2	TW019_HE6_TW2	TW	8018268	12284818	486	480	4.75767e-05
TW017_LE1_TW2	TW042_NA_SG	TW_SG	8018268	7228124	1398	1343	0.0001797479
TW017_LE1_TW2	TW038_HE4_TW2	TW	8018268	13415352	450	462	4.25481e-05
TW017_LE1_TW2	TW032_NA_SG	TW_SG	8018268	9233880	869	680	8.97778e-05
TW017_LE1_TW2	TW028_HE4_TW2	TW	8018268	4887960	195	191	2.99071e-05
TW017_LE1_TW2	TW059_NA_SG	TW_SG	8018268	10426870	954	872	9.89864e-05
TW017_LE1_TW2	TW007_HE5_TW2	TW	8018268	10670199	701	730	7.65654e-05
TW017_LE1_TW2	TW045_NA_SG	TW_SG	8018268	8025805	1035	812	0.0001151071
TW017_LE1_TW2	TW049_LE3_TW2	TW	8018268	3218913	213	1305	0.000135069
TW017_LE1_TW2	TW029_NA_SG	TW_SG	8018268	8664545	790	707	8.9725e-05
TW017_LE1_TW2	TW061_NA_SG	TW_SG	8018268	9821601	1082	634	9.61797e-05
TW017_LE1_TW2	TW039_NA_TW2	TW	8018268	6824521	252	240	3.31463e-05
TW017_LE1_TW2	TW047_HE4_TW2	TW	8018268	9874169	557	468	5.72834e-05
TW017_LE1_TW2	TW051_NA_SG	TW_SG	8018268	10862342	1135	1318	0.0001299047
TW017_LE1_TW2	TW071_LE1_TW2	LE	8018268	5113178	69233	80777	0.0112946954
TW017_LE1_TW2	TW006_NA_SG	TW_SG	8018268	50696022	4510	3872	0.0001427387
TW017_LE1_TW2	TW063_NA_SG	TW_SG	8018268	7971251	1152	830	0.0001239408
TW017_LE1_TW2	TW005_NA_TW2	TW	8018268	7879697	281	330	3.84311e-05
TW017_LE1_TW2	TW003_NA_SG	TW_SG	8018268	8590414	725	595	7.94701e-05
TW017_LE1_TW2	TW065_NA_TW2	TW	8018268	4722533	1756	734	0.0001953969
TW017_LE1_TW2	TW002_LE2_TW2	TW	8018268	7322550	378	337	4.66055e-05
TW017_LE1_TW2	TW034_NA_SG	TW_SG	8018268	10472290	2278	1143	0.0001849791
TW017_LE1_TW2	TW046_NA_SG	TW_SG	8018268	19039325	818	713	5.65798e-05
TW017_LE1_TW2	TW013_NA_SG	TW_SG	8018268	15934135	733	723	6.07835e-05
TW017_LE1_TW2	TW067_NA_TW2	TW	8018268	7962060	358	1285	0.0001028033
TW017_LE1_TW2	TW068_NA_SG	TW_SG	8018268	43099079	7619	4279	0.0002327043
TW017_LE1_TW2	TW070_NA_TW2	TW	8018268	9197066	3240	1283	0.0002626618
TW017_LE1_TW2	TW033_HE4_TW2	TW	8018268	4779180	238	168	3.1724e-05
TW017_LE1_TW2	TW050_NA_SG	TW_SG	8018268	19159765	972	959	7.10449e-05
TW017_LE1_TW2	TW008_LE3_TW2	TW	8018268	5070674	1568	1585	0.0002408323
TW017_LE1_TW2	TW069_NA_SG	TW_SG	8018268	9750439	1862	1543	0.0001915923
TW004_NA_SG	TW043_HE6_TW2	TW_SG	8592077	14780038	1696	2384	0.0001745365
TW004_NA_SG	TW037_NA_SG	SG	8592077	765922	82	8346	0.0008998095
TW004_NA_SG	TW027_LE2_TW2	TW_SG	8592077	8985941	924	2042	0.000168705
TW004_NA_SG	TW010_NA_SG	SG	8592077	9835410	1829	1763	0.0001948882
TW004_NA_SG	TW012_HE6_TW2	TW_SG	8592077	6821788	597	962	0.0001011324
TW004_NA_SG	TW064_NA_SG	SG	8592077	8794210	2487	1693	0.0002403615
TW004_NA_SG	TW022_NA_SG	SG	8592077	17366833	2274	7879	0.0003909652
TW004_NA_SG	TW020_NA_TW2	TW_SG	8592077	4397685	418	556	7.49765e-05
TW004_NA_SG	TW062_NA_SG	SG	8592077	6473079	2627	3244	0.0003895554
TW004_NA_SG	TW009_HE5_TW2	TW_SG	8592077	7880263	687	1119	0.0001096263
TW004_NA_SG	TW023_NA_SG	SG	8592077	16114810	2603	2368	0.0002011584
TW004_NA_SG	TW056_HE5_TW2	TW_SG	8592077	6579371	592	933	0.0001005076
TW004_NA_SG	TW021_NA_SG	SG	8592077	8747142	2375	2569	0.0002850526
TW004_NA_SG	TW019_HE6_TW2	TW_SG	8592077	12284818	1200	2040	0.0001551714
TW004_NA_SG	TW042_NA_SG	SG	8592077	7228124	2419	1916	0.0002739416
TW004_NA_SG	TW038_HE4_TW2	TW_SG	8592077	13415352	2009	2333	0.000197258
TW004_NA_SG	TW032_NA_SG	SG	8592077	9233880	2520	2194	0.0002643759
TW004_NA_SG	TW028_HE4_TW2	TW_SG	8592077	4887960	10935	13323	0.0017963173
TW004_NA_SG	TW059_NA_SG	SG	8592077	10426870	1524	1736	0.0001713786
TW004_NA_SG	TW007_HE5_TW2	TW_SG	8592077	10670199	1454	19280	0.001075247
TW004_NA_SG	TW045_NA_SG	SG	8592077	8025805	1487	1794	0.0001973989
TW004_NA_SG	TW049_LE3_TW2	TW_SG	8592077	3218913	282	563	7.15384e-05
TW004_NA_SG	TW029_NA_SG	SG	8592077	8664545	1740	2176	0.0002268758
TW004_NA_SG	TW061_NA_SG	SG	8592077	9821601	2303	1743	0.0002196796
TW004_NA_SG	TW039_NA_TW2	TW_SG	8592077	6824521	783	1059	0.0001194673
TW004_NA_SG	TW047_HE4_TW2	TW_SG	8592077	9874169	987	1710	0.0001460289
TW004_NA_SG	TW051_NA_SG	SG	8592077	10862342	1528	2110	0.0001869662
TW004_NA_SG	TW071_LE1_TW2	TW_SG	8592077	5113178	431	1187	0.0001180429
TW004_NA_SG	TW006_NA_SG	SG	8592077	50696022	15874	14648	0.0005145433
TW004_NA_SG	TW063_NA_SG	SG	8592077	7971251	1465	1656	0.0001883928
TW004_NA_SG	TW005_NA_TW2	TW_SG	8592077	7879697	838	1716	0.000155029
TW004_NA_SG	TW003_NA_SG	SG	8592077	8590414	1602	1656	0.0001895756
TW004_NA_SG	TW065_NA_TW2	TW_SG	8592077	4722533	374	668	7.82537e-05
TW004_NA_SG	TW002_LE2_TW2	TW_SG	8592077	7322550	1618	2648	0.0002679834
TW004_NA_SG	TW034_NA_SG	SG	8592077	10472290	3566	2749	0.0003311365
TW004_NA_SG	TW046_NA_SG	SG	8592077	19039325	2005	3910	0.0002140222
TW004_NA_SG	TW013_NA_SG	SG	8592077	15934135	1630	3297	0.0002008467
TW004_NA_SG	TW067_NA_TW2	TW_SG	8592077	7962060	660	1334	0.0001204387
TW004_NA_SG	TW068_NA_SG	SG	8592077	43099079	12293	12257	0.0004747107
TW004_NA_SG	TW070_NA_TW2	TW_SG	8592077	9197066	924	1175	0.0001179793
TW004_NA_SG	TW033_HE4_TW2	TW_SG	8592077	4779180	615	843	0.0001090279
TW004_NA_SG	TW050_NA_SG	SG	8592077	19159765	2083	3210	0.0001906897
TW004_NA_SG	TW008_LE3_TW2	TW_SG	8592077	5070674	414	765	8.62855e-05
TW004_NA_SG	TW069_NA_SG	SG	8592077	9750439	3333	2942	0.0003419843
TW043_HE6_TW2	TW037_NA_SG	TW_SG	14780038	765922	25943	1677	0.0017735164
TW043_HE6_TW2	TW027_LE2_TW2	TW	14780038	8985941	1411	1349	0.0001161189
TW043_HE6_TW2	TW010_NA_SG	TW_SG	14780038	9835410	1555	1348	0.0001179201
TW043_HE6_TW2	TW012_HE6_TW2	HE	14780038	6821788	64873	65103	0.0059809122
TW043_HE6_TW2	TW064_NA_SG	TW_SG	14780038	8794210	4024	3420	0.0003156686
TW043_HE6_TW2	TW022_NA_SG	TW_SG	14780038	17366833	1819	1437	0.0001012748
TW043_HE6_TW2	TW020_NA_TW2	TW	14780038	4397685	416	409	4.30168e-05
TW043_HE6_TW2	TW062_NA_SG	TW_SG	14780038	6473079	5921	7189	0.0006164704
TW043_HE6_TW2	TW009_HE5_TW2	TW	14780038	7880263	597	595	5.26002e-05
TW043_HE6_TW2	TW023_NA_SG	TW_SG	14780038	16114810	3189	31066	0.0011075329
TW043_HE6_TW2	TW056_HE5_TW2	TW	14780038	6579371	1189	786	9.24565e-05
TW043_HE6_TW2	TW021_NA_SG	TW_SG	14780038	8747142	3124	2596	0.0002430639
TW043_HE6_TW2	TW019_HE6_TW2	HE	14780038	12284818	126421	121598	0.0090806625
TW043_HE6_TW2	TW042_NA_SG	TW_SG	14780038	7228124	4441	2998	0.0003378967
TW043_HE6_TW2	TW038_HE4_TW2	TW	14780038	13415352	820	955	6.29495e-05
TW043_HE6_TW2	TW032_NA_SG	TW_SG	14780038	9233880	1867	1461	0.000138567
TW043_HE6_TW2	TW028_HE4_TW2	TW	14780038	4887960	482	492	4.95196e-05
TW043_HE6_TW2	TW059_NA_SG	TW_SG	14780038	10426870	2946	1841	0.0001898722
TW043_HE6_TW2	TW007_HE5_TW2	TW	14780038	10670199	843	1016	7.30391e-05
TW043_HE6_TW2	TW045_NA_SG	TW_SG	14780038	8025805	1523	1289	0.0001232865
TW043_HE6_TW2	TW049_LE3_TW2	TW	14780038	3218913	1361	418	9.88293e-05
TW043_HE6_TW2	TW029_NA_SG	TW_SG	14780038	8664545	1312	1372	0.0001144696
TW043_HE6_TW2	TW061_NA_SG	TW_SG	14780038	9821601	1792	1342	0.0001273736
TW043_HE6_TW2	TW039_NA_TW2	TW	14780038	6824521	484	555	4.80893e-05
TW043_HE6_TW2	TW047_HE4_TW2	TW	14780038	9874169	667	779	5.86478e-05
TW043_HE6_TW2	TW051_NA_SG	TW_SG	14780038	10862342	1573	1660	0.0001260644
TW043_HE6_TW2	TW071_LE1_TW2	TW	14780038	5113178	295	440	3.69459e-05
TW043_HE6_TW2	TW006_NA_SG	TW_SG	14780038	50696022	7979	8361	0.0002494945
TW043_HE6_TW2	TW063_NA_SG	TW_SG	14780038	7971251	1139	1128	9.96327e-05
TW043_HE6_TW2	TW005_NA_TW2	TW	14780038	7879697	1911	581	0.0001099627
TW043_HE6_TW2	TW003_NA_SG	TW_SG	14780038	8590414	1563	1249	0.0001203084
TW043_HE6_TW2	TW065_NA_TW2	TW	14780038	4722533	357	351	3.63015e-05
TW043_HE6_TW2	TW002_LE2_TW2	TW	14780038	7322550	575	620	5.40631e-05
TW043_HE6_TW2	TW034_NA_SG	TW_SG	14780038	10472290	3728	2079	0.0002299061
TW043_HE6_TW2	TW046_NA_SG	TW_SG	14780038	19039325	1773	1616	0.0001001988
TW043_HE6_TW2	TW013_NA_SG	TW_SG	14780038	15934135	957	1130	6.79444e-05
TW043_HE6_TW2	TW067_NA_TW2	TW	14780038	7962060	900	1530	0.0001068388
TW043_HE6_TW2	TW068_NA_SG	TW_SG	14780038	43099079	16676	7837	0.0004233413
TW043_HE6_TW2	TW070_NA_TW2	TW	14780038	9197066	2431	1140	0.0001489115
TW043_HE6_TW2	TW033_HE4_TW2	TW	14780038	4779180	338	349	3.51228e-05
TW043_HE6_TW2	TW050_NA_SG	TW_SG	14780038	19159765	1379	1507	8.50256e-05
TW043_HE6_TW2	TW008_LE3_TW2	TW	14780038	5070674	854	408	6.35705e-05
TW043_HE6_TW2	TW069_NA_SG	TW_SG	14780038	9750439	4197	2775	0.0002841371
TW037_NA_SG	TW027_LE2_TW2	TW_SG	765922	8985941	942	37	0.0001003809
TW037_NA_SG	TW010_NA_SG	SG	765922	9835410	5424	72	0.0005181567
TW037_NA_SG	TW012_HE6_TW2	TW_SG	765922	6821788	870	168	0.0001367814
TW037_NA_SG	TW064_NA_SG	SG	765922	8794210	7746	265	0.0008372575
TW037_NA_SG	TW022_NA_SG	SG	765922	17366833	5656	80	0.0003162335
TW037_NA_SG	TW020_NA_TW2	TW_SG	765922	4397685	475	18	9.54667e-05
TW037_NA_SG	TW062_NA_SG	SG	765922	6473079	1924	216	0.0002955335
TW037_NA_SG	TW009_HE5_TW2	TW_SG	765922	7880263	747	30	8.98581e-05
TW037_NA_SG	TW023_NA_SG	SG	765922	16114810	6619	149	0.0004007698
TW037_NA_SG	TW056_HE5_TW2	TW_SG	765922	6579371	684	125	0.0001101264
TW037_NA_SG	TW021_NA_SG	SG	765922	8747142	5329	267	0.0005878978
TW037_NA_SG	TW019_HE6_TW2	TW_SG	765922	12284818	1127	435	0.0001196723
TW037_NA_SG	TW042_NA_SG	SG	765922	7228124	3734	127	0.0004827512
TW037_NA_SG	TW038_HE4_TW2	TW_SG	765922	13415352	1259	55	9.26488e-05
TW037_NA_SG	TW032_NA_SG	SG	765922	9233880	4268	86	0.0004352191
TW037_NA_SG	TW028_HE4_TW2	TW_SG	765922	4887960	1033	150	0.0002091929
TW037_NA_SG	TW059_NA_SG	SG	765922	10426870	17494	66	0.0015664093
TW037_NA_SG	TW007_HE5_TW2	TW_SG	765922	10670199	6157	3729	0.0008637073
TW037_NA_SG	TW045_NA_SG	SG	765922	8025805	36616	58	0.0041540931
TW037_NA_SG	TW049_LE3_TW2	TW_SG	765922	3218913	395	10	0.0001016249
TW037_NA_SG	TW029_NA_SG	SG	765922	8664545	4366	73	0.0004704869
TW037_NA_SG	TW061_NA_SG	SG	765922	9821601	5529	60	0.0005276069
TW037_NA_SG	TW039_NA_TW2	TW_SG	765922	6824521	1132	56	0.0001564881
TW037_NA_SG	TW047_HE4_TW2	TW_SG	765922	9874169	1109	32	0.0001072244
TW037_NA_SG	TW051_NA_SG	SG	765922	10862342	6146	95	0.0005364216
TW037_NA_SG	TW071_LE1_TW2	TW_SG	765922	5113178	494	24	8.81009e-05
TW037_NA_SG	TW006_NA_SG	SG	765922	50696022	25086	1172	0.0005099809
TW037_NA_SG	TW063_NA_SG	SG	765922	7971251	4086	57	0.000473956
